ICHI code	Title	Index term	Include note	Action flag	Expanded index with include note	Warning	Comments	Original full index terms	Original full include notes			Flag	Delete index term	Review index term									Original Title	Original index term
		Dilation of ampulla of Vater		I									FALSE	FALSE										Dilation of ampulla of Vater
		Dilation of sphincter of Oddi		S									FALSE	FALSE										Dilation of sphincter of Oddi
KCM.LG.AF	Percutaneous transluminal dilatation of biliary duct							Percutaneous transhepatic dilation of the ampulla and bile duct					FALSE	FALSE									Percutaneous transluminal dilatation of biliary duct	
		Percutaneous transhepatic dilation of the ampulla and bile duct		I									FALSE	FALSE										Percutaneous transhepatic dilation of the ampulla and bile duct
KCM.LG.AJ	Percutaneous endoscopic dilatation of biliary duct							Percutaneous biliary endoscopy via existing T-tube for dilation of biliary duct stricture; Percutaneous endoscopic dilation of biliary duct					FALSE	FALSE									Percutaneous endoscopic dilatation of biliary duct	
		Percutaneous biliary endoscopy via existing T-tube for dilation of biliary duct stricture		I									FALSE	FALSE										Percutaneous biliary endoscopy via existing T-tube for dilation of biliary duct stricture
		Percutaneous endoscopic dilation of biliary duct		S									FALSE	FALSE										Percutaneous endoscopic dilation of biliary duct
KCM.LH.AA	Dilatation and insertion of device into biliary duct							Dilation and insertion of stent of biliary duct					FALSE	FALSE									Dilatation and insertion of device into biliary duct	
		Dilation and insertion of stent of biliary duct		I									FALSE	FALSE										Dilation and insertion of stent of biliary duct
KCM.LH.AD	Endoscopic dilatation with insertion of device into bile duct							Endoprosthesis of bile duct; Endoscopic insertion of stent or tube into bile duct; Endoscopic dilation with insertion of device into bile duct; Endoscopic retrograde insertion of tube into bile duct					FALSE	FALSE									Endoscopic dilatation with insertion of device into bile duct	
		Endoprosthesis of bile duct		I									FALSE	FALSE										Endoprosthesis of bile duct
		Endoscopic insertion of stent or tube into bile duct		I									FALSE	FALSE										Endoscopic insertion of stent or tube into bile duct
		Endoscopic dilation with insertion of device into bile duct		S									FALSE	FALSE										Endoscopic dilation with insertion of device into bile duct
		Endoscopic retrograde insertion of tube into bile duct		I									FALSE	FALSE										Endoscopic retrograde insertion of tube into bile duct
KCM.LH.AF	Percutaneous dilatation with insertion of device into bile duct							Percutaneous:; dilation with insertion of device into bile duct; insertion of stent (tube) into bile duct					FALSE	FALSE									Percutaneous dilatation with insertion of device into bile duct	
		Percutaneous dilation with insertion of device into bile duct		S									FALSE	FALSE										Percutaneous dilation with insertion of device into bile duct
		Percutaneous insertion of stent or tube into bile duct		I									FALSE	FALSE										Percutaneous insertion of stent (tube) into bile duct
KCM.LI.AA	Choledochoenterostomy							Anastomosis of hepatic duct to gastrointestinal tract; Choledochoduodenostomy; Choledochojejunostomy; Kasai portoenterostomy					FALSE	FALSE									Choledochoenterostomy	
		Anastomosis of hepatic duct to gastrointestinal tract		I									FALSE	FALSE										Anastomosis of hepatic duct to gastrointestinal tract
		Choledochoduodenostomy		I									FALSE	FALSE										Choledochoduodenostomy
		Choledochojejunostomy		I									FALSE	FALSE										Choledochojejunostomy
		Kasai portoenterostomy		I									FALSE	FALSE										Kasai portoenterostomy
KCM.LI.AB	Endoscopic choledochoenterostomy							EGBD; Endoscopic ultrasound guided biliary drainage					FALSE	FALSE									Endoscopic choledochoenterostomy	
		EGBD		I									FALSE	FALSE										EGBD
		Endoscopic ultrasound guided biliary drainage		I									FALSE	FALSE										Endoscopic ultrasound guided biliary drainage
KCM.MK.AA	Repair of bile duct							Cholecystogastroenteric fistulectomy; Repair of biliary fistula; Repair or closure of fistula of common bile duct; Revision of anastomosis of biliary tract; Simple suture of common bile duct; Suture of bile duct NOS					FALSE	FALSE									Repair of bile duct	
		Cholecystogastroenteric fistulectomy		I									FALSE	FALSE										Cholecystogastroenteric fistulectomy
		Repair of biliary fistula		I									FALSE	FALSE										Repair of biliary fistula
		Repair or closure of fistula of common bile duct		I									FALSE	FALSE										Repair or closure of fistula of common bile duct
		Revision of anastomosis of biliary tract		I									FALSE	FALSE										Revision of anastomosis of biliary tract
		Simple suture of common bile duct		I									FALSE	FALSE										Simple suture of common bile duct
		Suture of bile duct, NOS		I									FALSE	FALSE										Suture of bile duct NOS
KCM.ML.AA	Reconstruction of bile ducts							Choledochoplasty					FALSE	FALSE									Reconstruction of bile ducts	
		Choledochoplasty		I									FALSE	FALSE										Choledochoplasty
KCO.AD.AA	Biopsy of pancreas							Open biopsy of pancreas or pancreatic duct					FALSE	FALSE									Biopsy of pancreas	
		Open biopsy of pancreas or pancreatic duct		I									FALSE	FALSE										Open biopsy of pancreas or pancreatic duct
KCO.AD.AB	Laparoscopic biopsy of pancreas							Laparoscopic biopsy of pancreatic duct					FALSE	FALSE									Laparoscopic biopsy of pancreas	
		Laparoscopic biopsy of pancreatic duct		I									FALSE	FALSE										Laparoscopic biopsy of pancreatic duct
KCO.AD.AD	Endoscopic biopsy of pancreas							Closed biopsy of pancreatic duct; Endoscopic brush biopsy of pancreas or pancreatic duct					FALSE	FALSE									Endoscopic biopsy of pancreas	
		Closed biopsy of pancreatic duct		S									FALSE	FALSE										Closed biopsy of pancreatic duct
		Endoscopic brush biopsy of pancreas or pancreatic duct		I									FALSE	FALSE										Endoscopic brush biopsy of pancreas or pancreatic duct
KCO.AD.AE	Percutaneous biopsy of pancreas							Aspiration biopsy of pancreas; Closed biopsy of pancreas; Needle biopsy of pancreas					FALSE	FALSE									Percutaneous biopsy of pancreas	
		Aspiration biopsy of pancreas		I									FALSE	FALSE										Aspiration biopsy of pancreas
		Closed biopsy of pancreas		S									FALSE	FALSE										Closed biopsy of pancreas
		Needle biopsy of pancreas		I									FALSE	FALSE										Needle biopsy of pancreas
KCO.AE.AD	Endoscopic examination of the pancreas or pancreatic duct							Pancreatoscopy					FALSE	FALSE									Endoscopic examination of the pancreas or pancreatic duct	
		Pancreatoscopy		S									FALSE	FALSE										Pancreatoscopy
KCO.BA.BB	Endoscopic retrograde cholangiopancreatography							Contrast pancreatogram; Endoscopic retrograde pancreatography; ERCP; ERP					FALSE	FALSE									Endoscopic retrograde cholangiopancreatography	
		Contrast pancreatogram		I									FALSE	FALSE										Contrast pancreatogram
		Endoscopic retrograde pancreatography		I									FALSE	FALSE										Endoscopic retrograde pancreatography
		ERCP		S									FALSE	FALSE										ERCP
		ERP		I									FALSE	FALSE										ERP
KCO.BA.BH	Magnetic resonance cholangiopancreatography, not elsewhere classified							MRCP					FALSE	FALSE									Magnetic resonance cholangiopancreatography, not elsewhere classified	
		MRCP		S									FALSE	FALSE										MRCP
KCO.BA.BJ	Ultrasound of pancreas							Pancreatic duct ultrasound					FALSE	FALSE									Ultrasound of pancreas	
		Pancreatic duct ultrasound		S									FALSE	FALSE										Pancreatic duct ultrasound
KCO.DL.AA	Insertion of device into pancreas							Cannulation of pancreatic duct					FALSE	FALSE									Insertion of device into pancreas	
		Cannulation of pancreatic duct		I									FALSE	FALSE										Cannulation of pancreatic duct
KCO.DL.AB	Laparoscopic insertion of device into pancreas							Laparoscopic cannulation of pancreatic duct					FALSE	FALSE									Laparoscopic insertion of device into pancreas	
		Laparoscopic cannulation of pancreatic duct		I									FALSE	FALSE										Laparoscopic cannulation of pancreatic duct
KCO.DL.AD	Endoscopic insertion of device into pancreatic duct							Endoscopic insertion of cannula into pancreatic duct					FALSE	FALSE									Endoscopic insertion of device into pancreatic duct	
		Endoscopic insertion of cannula into pancreatic duct		I									FALSE	FALSE										Endoscopic insertion of cannula into pancreatic duct
KCO.FA.AA	Pancreatotomy							Incision of pancreatic sphincter; Pancreatic sphincterotomy; Transduodenal ampullary sphincterotomy					FALSE	FALSE									Pancreatotomy	
		Incision of pancreatic sphincter		I									FALSE	FALSE										Incision of pancreatic sphincter
		Pancreatic sphincterotomy		I									FALSE	FALSE										Pancreatic sphincterotomy
		Transduodenal ampullary sphincterotomy		I									FALSE	FALSE										Transduodenal ampullary sphincterotomy
KCO.FA.AD	Endoscopic pancreatic sphincterotomy							EPST					FALSE	FALSE									Endoscopic pancreatic sphincterotomy	
		EPST		S									FALSE	FALSE										EPST
KCO.GA.AD	Endoscopic destruction of lesion or tissue of pancreas							Endoscopic destruction of lesion or tissue of pancreatic duct					FALSE	FALSE									Endoscopic destruction of lesion or tissue of pancreas	
		Endoscopic destruction of lesion or tissue of pancreatic duct		I									FALSE	FALSE										Endoscopic destruction of lesion or tissue of pancreatic duct
KCO.GA.BA	Destruction of tissue or lesion of pancreas using radiation therapy							Brachytherapy of pancreas or pancreatic duct; Implantation of radioactive material, pancreas; Interstitial radiation therapy, pancreas; Intracavitary radiation therapy, pancreas					FALSE	FALSE									Destruction of tissue or lesion of pancreas using radiation therapy	
		Brachytherapy of pancreas or pancreatic duct		I									FALSE	FALSE										Brachytherapy of pancreas or pancreatic duct
		Implantation of radioactive material into pancreas		I									FALSE	FALSE										Implantation of radioactive material, pancreas
		Interstitial radiation therapy of pancreas		I									FALSE	FALSE										Interstitial radiation therapy, pancreas
		Intracavitary radiation therapy of pancreas		I									FALSE	FALSE										Intracavitary radiation therapy, pancreas
KCO.GA.BJ	Extracorporeal shockwave lithotripsy of the pancreas							ESWL of pancreas					FALSE	FALSE									Extracorporeal shockwave lithotripsy of the pancreas	
		ESWL of pancreas		S									FALSE	FALSE										ESWL of pancreas
KCO.JB.AA	Drainage of pancreas							Debridement with drainage of abscess or haematoma of pancreas; Drainage of pancreatic cyst; Enucleation with drainage of cyst of pancreas; Marsupialisation of cyst of pancreas; Pancreaticocystoduodenostomy; Pancreaticocystogastrostomy; Pancreaticocystojejunostomy					FALSE	FALSE									Drainage of pancreas	
		Debridement with drainage of abscess or haematoma of pancreas		I									FALSE	FALSE										Debridement with drainage of abscess or haematoma of pancreas
		Drainage of pancreatic cyst		I									FALSE	FALSE										Drainage of pancreatic cyst
		Enucleation with drainage of cyst of pancreas		I									FALSE	FALSE										Enucleation with drainage of cyst of pancreas
		Marsupialisation of cyst of pancreas		I									FALSE	FALSE										Marsupialisation of cyst of pancreas
		Pancreaticocystoduodenostomy		I									FALSE	FALSE										Pancreaticocystoduodenostomy
		Pancreaticocystogastrostomy		I									FALSE	FALSE										Pancreaticocystogastrostomy
		Pancreaticocystojejunostomy		I									FALSE	FALSE										Pancreaticocystojejunostomy
KCO.JB.AB	Laparoscopic drainage of pancreas							Laparoscopic:; debridement with drainage of abscess or haematoma of pancreas; enucleation with drainage of cyst of pancreas					FALSE	FALSE									Laparoscopic drainage of pancreas	
		Laparoscopic debridement with drainage of abscess or haematoma of pancreas		I									FALSE	FALSE										Laparoscopic debridement with drainage of abscess or haematoma of pancreas
		Laparoscopic enucleation with drainage of cyst of pancreas		I									FALSE	FALSE										Laparoscopic enucleation with drainage of cyst of pancreas
KCO.JB.AE	Percutaneous drainage of pancreas							Drainage of pancreatic cyst by catheter					FALSE	FALSE									Percutaneous drainage of pancreas	
		Drainage of pancreatic cyst by catheter		I									FALSE	FALSE										Drainage of pancreatic cyst by catheter
KCO.JD.AA	Removal of internal device or foreign body of pancreas							Removal of pancreatic tube or drain				T?	FALSE	FALSE									Removal of foreign body of pancreas	
		Removal of pancreatic tube or drain		I									FALSE	FALSE										Removal of pancreatic tube or drain
KCO.JD.AB	Laparoscopic removal of internal device or foreign body of pancreas							Laparoscopic removal of device of pancreas; Laparoscopic removal of device or foreign body from pancreatic duct				T?	FALSE	FALSE									Laparoscopic removal of foreign body of pancreas	
		Laparoscopic removal of device of pancreas		D									TRUE	FALSE										Laparoscopic removal of device of pancreas
		Laparoscopic removal of internal device or foreign body from pancreatic duct		I									FALSE	FALSE										Laparoscopic removal of device or foreign body from pancreatic duct
KCO.JD.AD	Endoscopic removal of internal device or foreign body of pancreas							Endoscopic:; removal of device of pancreas; removal of device or foreign body of pancreatic duct; removal of radioactive implant; removal of stent				T?	FALSE	FALSE									Endoscopic removal of foreign body of pancreas	
		Endoscopic removal of device of pancreas		D									TRUE	FALSE										Endoscopic removal of device of pancreas
		Endoscopic removal of internal device or foreign body of pancreatic duct		I									FALSE	FALSE										Endoscopic removal of device or foreign body of pancreatic duct
		Endoscopic removal of radioactive implant		I									FALSE	FALSE										Endoscopic removal of radioactive implant
		Endoscopic removal of stent		I									FALSE	FALSE										Endoscopic removal of stent
KCO.JE.AA	Extraction of calculus from pancreatic duct							Extraction of calculus from pancreatic duct via pancreatotomy; Pancreatolithotomy; Removal of stone from pancreatic duct					FALSE	FALSE									Extraction of calculus from pancreatic duct	
		Extraction of calculus from pancreatic duct via pancreatotomy		I									FALSE	FALSE										Extraction of calculus from pancreatic duct via pancreatotomy
		Pancreatolithotomy		I									FALSE	FALSE										Pancreatolithotomy
		Removal of stone from pancreatic duct		I									FALSE	FALSE										Removal of stone from pancreatic duct
KCO.JE.AB	Laparoscopic extraction of calculus from pancreatic duct							Laparoscopic removal of stone from pancreatic duct					FALSE	FALSE									Laparoscopic extraction of calculus from pancreatic duct	
		Laparoscopic removal of stone from pancreatic duct		I									FALSE	FALSE										Laparoscopic removal of stone from pancreatic duct
KCO.JJ.AA	Partial excision of pancreas							Central pancreatectomy; Distal pancreatectomy; Enucleation, pancreas and duodenum; Excision of head of pancreas (with part of body); Excision of pancreatic duct; Excision of tail of pancreas (with part of body); Other partial pancreatectomy; Pancreatectomy, distal; Pancreatectomy, duodenum preserving; Pancreatectomy, NOS; Pancreatectomy, subtotal; Proximal pancreatectomy; Proximal pancreatectomy with synchronous duodenectomy; Radical subtotal pancreatectomy; Resection, pancreas; Spleen preserving distal pancreatectomy					FALSE	FALSE									Partial excision of pancreas	
		Central pancreatectomy		I									FALSE	FALSE										Central pancreatectomy
		Distal pancreatectomy		I									FALSE	FALSE										Distal pancreatectomy
		Enucleation of pancreas and duodenum		I									FALSE	FALSE										Enucleation, pancreas and duodenum
		Excision of head of pancreas with or without  part of body		I									FALSE	FALSE										Excision of head of pancreas (with part of body)
		Excision of pancreatic duct		I									FALSE	FALSE										Excision of pancreatic duct
		Excision of tail of pancreas with or without part of body		I									FALSE	FALSE										Excision of tail of pancreas (with part of body)
		Other partial pancreatectomy		I									FALSE	FALSE										Other partial pancreatectomy
		Pancreatectomy, distal		D									TRUE	FALSE										Pancreatectomy, distal
		Pancreatectomy, duodenum preserving		I									FALSE	FALSE										Pancreatectomy, duodenum preserving
		Pancreatectomy, NOS		I									FALSE	FALSE										Pancreatectomy, NOS
		Pancreatectomy, subtotal		S									FALSE	FALSE										Pancreatectomy, subtotal
		Proximal pancreatectomy		I									FALSE	FALSE										Proximal pancreatectomy
		Proximal pancreatectomy with synchronous duodenectomy		I									FALSE	FALSE										Proximal pancreatectomy with synchronous duodenectomy
		Radical subtotal pancreatectomy		I									FALSE	FALSE										Radical subtotal pancreatectomy
		Resection of pancreas		I									FALSE	FALSE										Resection, pancreas
		Spleen preserving distal pancreatectomy		I									FALSE	FALSE										Spleen preserving distal pancreatectomy
KCO.JJ.AB	Laparoscopic partial excision of pancreas							Laparoscopic enucleation, pancreas and duodenum; Laparoscopic excision of pancreatic duct; Laparoscopic pancreatectomy, distal; Laparoscopic pancreatectomy, duodenum preserving; Laparoscopic pancreatectomy, NOS; Laparoscopic pancreatectomy, subtotal; Laparoscopic partial pancreatectomy; Laparoscopic resection, pancreas; Laparoscopic spleen preserving distal pancreatectomy					FALSE	FALSE									Laparoscopic partial excision of pancreas	
		Laparoscopic enucleation of pancreas and duodenum		I									FALSE	FALSE										Laparoscopic enucleation, pancreas and duodenum
		Laparoscopic excision of pancreatic duct		I									FALSE	FALSE										Laparoscopic excision of pancreatic duct
		Laparoscopic distal pancreatectomy		I									FALSE	FALSE										Laparoscopic pancreatectomy, distal
		Laparoscopic pancreatectomy, duodenum preserving		I									FALSE	FALSE										Laparoscopic pancreatectomy, duodenum preserving
		Laparoscopic pancreatectomy, NOS		I									FALSE	FALSE										Laparoscopic pancreatectomy, NOS
		Laparoscopic subtotal pancreatectomy		S									FALSE	FALSE										Laparoscopic pancreatectomy, subtotal
		Laparoscopic partial pancreatectomy		S									FALSE	FALSE										Laparoscopic partial pancreatectomy
		Laparoscopic resection of pancreas		I									FALSE	FALSE										Laparoscopic resection, pancreas
		Laparoscopic spleen preserving distal pancreatectomy		I									FALSE	FALSE										Laparoscopic spleen preserving distal pancreatectomy
KCO.JK.AA	Total pancreatectomy							Pancreatectomy with synchronous duodenectomy					FALSE	FALSE									Total pancreatectomy	
		Pancreatectomy with synchronous duodenectomy		I									FALSE	FALSE										Pancreatectomy with synchronous duodenectomy
KCO.JL.AA	Radical pancreatectomy							One-stage pancreaticoduodenal resection with choledochojejunal and pancreaticojejunal anastomosis, and gastrojejunostomy; Pancreaticoduodenoctomy; Pancreatectomy with synchronous duodenectomy; Pylorus-sparing pancreaticoduodenectomy; Radical resection of the pancreas; Two-stage pancreaticoduodenal resection; Whipple procedure					FALSE	FALSE									Radical pancreatectomy	
		One-stage pancreaticoduodenal resection with choledochojejunal and pancreaticojejunal anastomosis, and gastrojejunostomy		I									FALSE	FALSE										One-stage pancreaticoduodenal resection with choledochojejunal and pancreaticojejunal anastomosis, and gastrojejunostomy
		Pancreaticoduodenoctomy		I									FALSE	FALSE										Pancreaticoduodenoctomy
		Pancreatectomy with synchronous duodenectomy		I									FALSE	FALSE										Pancreatectomy with synchronous duodenectomy
		Pylorus-sparing pancreaticoduodenectomy		I									FALSE	FALSE										Pylorus-sparing pancreaticoduodenectomy
		Radical resection of the pancreas		I									FALSE	FALSE										Radical resection of the pancreas
		Two-stage pancreaticoduodenal resection		I									FALSE	FALSE										Two-stage pancreaticoduodenal resection
		Whipple procedure		I									FALSE	FALSE										Whipple procedure
KCO.JL.AB	Laparoscopic radical pancreatectomy							Laparoscopic:; one-stage pancreaticoduodenal resection with choledochojejunal and pancreaticojejunal anastomosis, and gastrojejunostomy; pancreaticoduodenoctomy; pancreatectomy with synchronous duodenectomy; pylorus-sparing pancreaticoduodenectomy; radical resection of the pancreas; two-stage pancreaticoduodenal resection; whipple procedure					FALSE	FALSE									Laparoscopic radical pancreatectomy	
		Laparoscopic one-stage pancreaticoduodenal resection with choledochojejunal and pancreaticojejunal anastomosis, and gastrojejunostomy		I									FALSE	FALSE										Laparoscopic one-stage pancreaticoduodenal resection with choledochojejunal and pancreaticojejunal anastomosis, and gastrojejunostomy
		Laparoscopic pancreaticoduodenoctomy		I									FALSE	FALSE										Laparoscopic pancreaticoduodenoctomy
		Laparoscopic pancreatectomy with synchronous duodenectomy		I									FALSE	FALSE										Laparoscopic pancreatectomy with synchronous duodenectomy
		Laparoscopic pylorus-sparing pancreaticoduodenectomy		I									FALSE	FALSE										Laparoscopic pylorus-sparing pancreaticoduodenectomy
		Laparoscopic radical resection of the pancreas		I									FALSE	FALSE										Laparoscopic radical resection of the pancreas
		Laparoscopic two-stage pancreaticoduodenal resection		I									FALSE	FALSE										Laparoscopic two-stage pancreaticoduodenal resection
		Laparoscopic Whipple procedure		I									FALSE	FALSE										Laparoscopic whipple procedure
KCO.KA.AD	Replacement of device in pancreatic duct							Replacement of stent (tube) in pancreatic duct					FALSE	FALSE									Replacement of device in pancreatic duct	
		Replacement of stent or tube in pancreatic duct		I									FALSE	FALSE										Replacement of stent (tube) in pancreatic duct
KCO.KD.AA	Pancreatic transplant							Heterotransplant of pancreas; Homotransplant of pancreas; Reimplantation of pancreatic tissue; Transplant of islet of Langerhans cells					FALSE	FALSE									Pancreatic transplant	
		Heterotransplant of pancreas		I									FALSE	FALSE										Heterotransplant of pancreas
		Homotransplant of pancreas		I									FALSE	FALSE										Homotransplant of pancreas
		Reimplantation of pancreatic tissue		I									FALSE	FALSE										Reimplantation of pancreatic tissue
		Transplant of islet of Langerhans cells		I									FALSE	FALSE										Transplant of islet of Langerhans cells
KCO.KD.AF	Percutaneous pancreatic transplant							Transplant of islet of Langerhans cells					FALSE	FALSE									Percutaneous pancreatic transplant	
		Transplant of islet of Langerhans cells		I									FALSE	FALSE										Transplant of islet of Langerhans cells
KCO.LB.AA	Reattachment of pancreas							Anastomosis of pancreas; Anastomosis of pancreas (duct) to intestine; Anastomosis of pancreas (duct) to jejunum; Anastomosis of pancreas (duct) to stomach					FALSE	FALSE									Reattachment of pancreas	
		Anastomosis of pancreas		I									FALSE	FALSE										Anastomosis of pancreas
		Anastomosis of pancreas or pancreatic duct to intestine		I									FALSE	FALSE										Anastomosis of pancreas (duct) to intestine
		Anastomosis of pancreas or pancreatic duct to jejunum		I									FALSE	FALSE										Anastomosis of pancreas (duct) to jejunum
		Anastomosis of pancreas or pancreatic duct) to stomach		I									FALSE	FALSE										Anastomosis of pancreas (duct) to stomach
KCO.LB.AB	Laparoscopic reattachment of pancreas							Laparoscopic:; Anastomosis of pancreas; Anastomosis of pancreas (duct) to intestine; Anastomosis of pancreas (duct) to jejunum; Anastomosis of pancreas (duct) to stomach					FALSE	FALSE									Laparoscopic reattachment of pancreas	
		Laparoscopic anastomosis of pancreas		I		Add "Laparoscopic"?	Amended title						FALSE	FALSE										Anastomosis of pancreas
		Laparoscopic anastomosis of pancreas or pancreatic duct to intestine		I		Add "Laparoscopic"?	Amended title						FALSE	FALSE										Anastomosis of pancreas (duct) to intestine
		Laparoscopic anastomosis of pancreas or pancreatic duct to jejunum		I		Add "Laparoscopic"?	Amended title						FALSE	FALSE										Anastomosis of pancreas (duct) to jejunum
		Laparoscopic anastomosis of pancreas or pancreatic duct to stomach		I		Add "Laparoscopic"?	Amended title						FALSE	FALSE										Anastomosis of pancreas (duct) to stomach
KCO.LG.AA	Dilatation of pancreatic duct							Dilation of pancreatic duct					FALSE	FALSE									Dilatation of pancreatic duct	
		Dilation of pancreatic duct		S									FALSE	FALSE										Dilation of pancreatic duct
KCO.LG.AB	Laparoscopic dilatation of pancreatic duct							Laparoscopic dilation of pancreatic duct					FALSE	FALSE									Laparoscopic dilatation of pancreatic duct	
		Laparoscopic dilation of pancreatic duct		S									FALSE	FALSE										Laparoscopic dilation of pancreatic duct
KCO.LG.AD	Endoscopic dilatation of pancreatic duct							Endoscopic dilation of pancreatic duct					FALSE	FALSE									Endoscopic dilatation of pancreatic duct	
		Endoscopic dilation of pancreatic duct		S									FALSE	FALSE										Endoscopic dilation of pancreatic duct
KCO.LG.AF	Percutaneous dilatation of pancreatic duct							Percutaneous dilation of pancreatic duct					FALSE	FALSE									Percutaneous dilatation of pancreatic duct	
		Percutaneous dilation of pancreatic duct		S									FALSE	FALSE										Percutaneous dilation of pancreatic duct
KCO.LH.AD	Endoscopic dilatation with insertion of device into pancreatic duct							Endoscopic:; dilation with insertion of device into pancreatic duct; insertion of stent into pancreatic duct					FALSE	FALSE									Endoscopic dilatation with insertion of device into pancreatic duct	
		Endoscopic dilation with insertion of device into pancreatic duct		S									FALSE	FALSE										Endoscopic dilation with insertion of device into pancreatic duct
		Endoscopic insertion of stent into pancreatic duct		I									FALSE	FALSE										Endoscopic insertion of stent into pancreatic duct
KCO.LI.AA	Deviation of pancreas for bypass							Cystoduodenostomy, pancreatic; Cystogastrostomy, pancreatic; Gastrojeunostomy, pancreatic; Pancreaticoduodenostomy; Pancreaticogastrostomy; Pancreaticojejunostomy; Preservation of pylorus					FALSE	FALSE									Deviation of pancreas for bypass	
		Pancreatic cystoduodenostomy		I									FALSE	FALSE										Cystoduodenostomy, pancreatic
		Pancreatic cystogastrostomy		I									FALSE	FALSE										Cystogastrostomy, pancreatic
		Pancreatic gastrojeunostomy		I									FALSE	FALSE										Gastrojeunostomy, pancreatic
		Pancreaticoduodenostomy		I									FALSE	FALSE										Pancreaticoduodenostomy
		Pancreaticogastrostomy		I									FALSE	FALSE										Pancreaticogastrostomy
		Pancreaticojejunostomy		I									FALSE	FALSE										Pancreaticojejunostomy
		Pancreatic bypass with preservation of pylorus, NOS		I									FALSE	FALSE										Preservation of pylorus
KCO.LI.AB	Laparocopic deviation of pancreas for bypass							Laparoscopic:; cystoduodenostomy, pancreatic; cystogastrostomy, pancreatic; gastrojeunostomy, pancreatic; pancreaticoduodenostomy; pancreaticogastrostomy; pancreaticojejunostomy; preservation of pylorus					FALSE	FALSE									Laparocopic deviation of pancreas for bypass	
		Laparoscopic pancreatic cystoduodenostomy		I									FALSE	FALSE										Laparoscopic cystoduodenostomy, pancreatic
		Laparoscopic pancreatic cystogastrostomy		I									FALSE	FALSE										Laparoscopic cystogastrostomy, pancreatic
		Laparoscopic pancreatic gastrojeunostomy		I									FALSE	FALSE										Laparoscopic gastrojeunostomy, pancreatic
		Laparoscopic pancreaticoduodenostomy		I									FALSE	FALSE										Laparoscopic pancreaticoduodenostomy
		Laparoscopic pancreaticogastrostomy		I									FALSE	FALSE										Laparoscopic pancreaticogastrostomy
		Laparoscopic pancreaticojejunostomy		I									FALSE	FALSE										Laparoscopic pancreaticojejunostomy
		Laparoscopic pancreatic bypass with preservation of pylorus, NOS		I									FALSE	FALSE										Laparoscopic preservation of pylorus
KCO.MK.AA	Repair of pancreas							Closure of pancreatic fistula; Repair of pancreatic duct septum; Simple suture of pancreas; Fistulectomy of pancreas					FALSE	FALSE									Repair of pancreas	
		Closure of pancreatic fistula		I									FALSE	FALSE										Closure of pancreatic fistula
		Repair of pancreatic duct septum		I									FALSE	FALSE										Repair of pancreatic duct septum
		Simple suture of pancreas		I									FALSE	FALSE										Simple suture of pancreas
		Fistulectomy of pancreas		I									FALSE	FALSE										Fistulectomy of pancreas
KCO.MK.AB	Laparoscopic repair of pancreas							Laparoscopic:; repair of pancreatic duct septum; simple suture of pancreas; fistulectomy of pancreas					FALSE	FALSE									Laparoscopic repair of pancreas	
		Laparoscopic repair of pancreatic duct septum		I									FALSE	FALSE										Laparoscopic repair of pancreatic duct septum
		Laparoscopic simple suture of pancreas		I									FALSE	FALSE										Laparoscopic simple suture of pancreas
		Laparoscopic fistulectomy of pancreas		I									FALSE	FALSE										Laparoscopic fistulectomy of pancreas
KCO.ML.AA	Reconstruction of pancreatic duct							Pancreatic duct septoplasty; Pancreatic sphincteroplasty					FALSE	FALSE									Reconstruction of pancreatic duct	
		Pancreatic duct septoplasty		I									FALSE	FALSE										Pancreatic duct septoplasty
		Pancreatic sphincteroplasty		I									FALSE	FALSE										Pancreatic sphincteroplasty
KCO.ML.AB	Laparoscopic reconstruction of pancreatic duct							Laparoscopic transduodenal sphincteroplasy					FALSE	FALSE									Laparoscopic reconstruction of pancreatic duct	
		Laparoscopic transduodenal sphincteroplasy		I									FALSE	FALSE										Laparoscopic transduodenal sphincteroplasy
KCO.SN.AD	Management of internal device of pancreas							Irrigation of pancreatic tube					FALSE	FALSE									Management of internal device of pancreas	
		Irrigation of pancreatic tube		I									FALSE	FALSE										Irrigation of pancreatic tube
KMA.AD.AA	Biopsy of peritoneum							Biopsy of:; cul-de-sac; mesentery; omentum; peritoneal implant					FALSE	FALSE									Biopsy of peritoneum	
		Biopsy of cul-de-sac		I									FALSE	FALSE										Biopsy of cul-de-sac
		Biopsy of mesentery		I									FALSE	FALSE										Biopsy of mesentery
		Biopsy of omentum		I									FALSE	FALSE										Biopsy of omentum
		Biopsy of peritoneal implant		I									FALSE	FALSE										Biopsy of peritoneal implant
KMA.AD.AB	Laparoscopic biopsy of peritoneum							Laparoscopic biopsy of:; cul-de-sac; omentum					FALSE	FALSE									Laparoscopic biopsy of peritoneum	
		Laparoscopic biopsy of cul-de-sac		I									FALSE	FALSE										Laparoscopic biopsy of cul-de-sac
		Laparoscopic biopsy of omentum		I									FALSE	FALSE										Laparoscopic biopsy of omentum
KMA.AD.AE	Percutaneous biopsy of peritoneum							Closed biopsy of omentum; Closed biopsy of peritoneal implant; Closed biopsy of peritoneum; Needle biopsy of retroperitoneal mass					FALSE	FALSE									Percutaneous biopsy of peritoneum	
		Closed biopsy of omentum		I									FALSE	FALSE										Closed biopsy of omentum
		Closed biopsy of peritoneal implant		I									FALSE	FALSE										Closed biopsy of peritoneal implant
